year,quarter,department,courseNumber,courseCode,instructors,a,b,c,d,f,p,np,w,gpaAvg
2018-19,Summer10wk,AC ENG,20C,20010,"VIMUTTINAN, C.",0,0,0,0,0,12,2,0,0
2018-19,Summer10wk,CBEMS,155,15010,"MAUNG, K.",3,4,5,1,1,0,0,0,2.56
2018-19,Summer10wk,ENGRCEE,150,17050,"ZAREIAN, F.",2,2,6,2,3,0,0,0,1.87
2018-19,Summer10wk,COMPSCI,161,34170,"REGAN, A.; DILLENCOURT, M.",21,10,6,1,0,1,0,0,3.37
2018-19,Summer10wk,IN4MATX,43,36610,"ZIV, H.",29,0,0,0,1,0,0,0,3.64
2018-19,Summer10wk,IN4MATX,191B,36630,"ZIV, H.",13,11,2,0,0,0,0,0,3.46
2018-19,Summer10wk,I&C SCI,10,36525,"DENENBERG, D.",12,1,0,0,0,0,0,0,3.95
2018-19,Summer10wk,I&C SCI,31,36530,"HARRIS, I.",44,12,1,1,1,2,0,0,3.63
2018-19,Summer10wk,I&C SCI,33,36535,"WATKINSON MEDI, N.",11,23,10,0,0,0,0,0,3.02
2018-19,Summer10wk,ENGRMAE,52,19030,"NOROOZI, Z.",8,7,1,2,0,2,0,0,3.13
2018-19,Summer10wk,ENGRMAE,91,19050,"ALBERT, J.",5,13,17,7,2,0,0,0,2.28
2018-19,Summer10wk,ENGRMAE,115,19060,"KALANTARI, A.",15,23,6,3,0,0,0,0,3.06
2018-19,Summer10wk,ENGRMAE,150,19110,"YOUSEFIANI, A.",8,8,16,5,8,0,0,0,2.08
2018-19,Summer10wk,ENGRMAE,150L,19120,"YOUSEFIANI, A.",20,0,0,0,0,0,0,0,4
2018-19,Summer10wk,ENGRMAE,150L,19130,"YOUSEFIANI, A.",23,0,0,0,0,0,0,0,4
2018-19,Summer10wk,ENGRMAE,151,19140,"MINNITI, M.",8,2,2,0,0,0,0,0,3.38
2018-19,Summer10wk,ENGRMAE,156,19150,"MAUNG, K.",8,12,4,1,1,0,0,0,2.9
2018-19,Summer10wk,ENGRMAE,170,19160,"MAGGIA, M.",12,19,14,3,2,0,0,0,2.71
2018-19,Summer10wk,PHYSICS,3LB,47051,"FAUCETT, T.",4,11,3,0,0,0,0,0,3.16
2018-19,Summer10wk,PHYSICS,3LB,47052,"FAUCETT, T.",5,10,2,0,0,0,0,0,3.16
2018-19,Summer10wk,PHYSICS,3LB,47053,"FAUCETT, T.",5,9,3,0,0,0,0,0,3.1
2018-19,Summer10wk,PHYSICS,3LB,47055,"FAUCETT, T.",5,7,3,0,0,0,0,0,3.11
2018-19,Summer10wk,PHYSICS,3LC,47081,"FAUCETT, T.",7,11,1,0,0,0,0,0,3.28
2018-19,Summer10wk,PHYSICS,3LC,47082,"FAUCETT, T.",7,12,0,0,2,0,0,0,3.02
2018-19,Summer10wk,PHYSICS,3LC,47083,"FAUCETT, T.",6,11,3,0,0,0,0,0,3.15
2018-19,Summer10wk,PHYSICS,3LC,47084,"FAUCETT, T.",6,11,2,0,0,0,0,0,3.2
2018-19,Summer10wk,PHYSICS,3LC,47085,"FAUCETT, T.",6,11,2,0,0,0,0,0,3.23
2018-19,Summer10wk,PUBHLTH,195W,89200,"GIDEONSE, T.",55,16,2,1,2,0,0,0,3.56
2018-19,Summer10wk,SOCECOL,195,50100,"CHARLES, S.",0,0,0,0,0,81,0,0,0
2018-19,Summer10wk,UCDC,180,86320,"BECKMANN, M.",15,0,0,0,0,0,0,0,4
2018-19,Summer10wk,WRITING,31,33020,"LATIOLAIS, P.",9,3,0,0,1,0,0,0,3.37
2018-19,Summer10wk,WRITING,39A,33040,"WAY, J.; GULLABA, A.",5,6,3,1,2,0,0,0,2.67
2018-19,Summer10wk,WRITING,39A,33041,"WAY, J.; TANNOUS, L.",12,4,1,0,2,0,0,0,3.25
2018-19,Summer10wk,WRITING,39A,33042,"WAY, J.; MCCLURE, G.",7,5,1,0,3,0,0,0,2.81
2018-19,Summer10wk,WRITING,39A,33043,"WAY, J.; SEWARD, S.",3,8,2,0,7,0,0,0,1.94
2018-19,Summer10wk,WRITING,39A,33044,"WAY, J.; HAAS, L.",10,4,2,1,0,0,0,0,3.27
2018-19,Summer10wk,WRITING,39A,33045,"WAY, J.; SIMS, R.",1,9,4,0,3,0,0,0,2.28
2018-19,Summer10wk,WRITING,39A,33046,"WAY, J.; KEEPERMAN, T.",2,14,1,0,1,0,0,0,2.89
2018-19,Summer10wk,WRITING,39A,33047,"WAY, J.",9,6,0,0,5,0,0,0,2.64
2018-19,Summer10wk,WRITING,39B,33060,"WAY, J.",5,5,2,0,1,2,3,0,3
2018-19,Summer10wk,WRITING,39B,33061,"WAY, J.",2,2,1,0,4,3,5,0,1.71
2018-19,Summer10wk,WRITING,39B,33062,"WAY, J.",8,3,2,0,1,2,1,0,3.11
2018-19,Summer10wk,WRITING,39B,33063,"WAY, J.",5,5,0,0,2,6,1,0,2.79
2018-19,Summer10wk,WRITING,39B,33064,"WAY, J.",7,7,0,0,3,3,1,0,2.87
2018-19,Summer10wk,WRITING,39B,33065,"WAY, J.",4,5,1,0,2,2,4,0,2.73
2018-19,Summer10wk,WRITING,39B,33066,"WAY, J.",4,9,0,1,2,3,1,0,2.77
2018-19,Summer10wk,WRITING,39B,33067,"WAY, J.",9,6,2,0,2,1,1,0,3.07
2018-19,Summer10wk,WRITING,39B,33068,"WAY, J.",2,7,1,0,1,4,2,0,2.9
2018-19,Summer10wk,WRITING,39B,33069,"WAY, J.; CLARKE, M.",9,5,1,0,2,3,1,0,3.05
2018-19,Summer10wk,WRITING,39B,33071,"WAY, J.; MOINZADEH, I.",7,4,0,0,4,0,3,0,2.55
2018-19,Summer10wk,WRITING,39B,33074,"WAY, J.",12,1,1,0,4,3,1,0,2.84
2018-19,Summer10wk,WRITING,39C,33090,"WAY, J.; LERNER, S.",7,7,0,0,2,4,1,0,3.06
2018-19,Summer10wk,WRITING,39C,33091,"WAY, J.; COLLINS, R.",4,3,4,0,2,7,1,0,2.54
2018-19,Summer10wk,WRITING,39C,33092,"WAY, J.",8,4,1,0,2,4,0,0,3.01
2018-19,Summer10wk,WRITING,39C,33093,"WAY, J.",8,4,0,0,1,4,2,0,3.32
2018-19,Summer10wk,WRITING,39C,33094,"WAY, J.",8,0,0,0,0,8,1,0,3.89
2018-19,Summer10wk,WRITING,39C,33095,"WAY, J.",4,4,1,0,3,4,3,0,2.53
2018-19,Summer10wk,WRITING,39C,33096,"WAY, J.",3,5,1,1,0,8,0,0,2.91
2018-19,Summer10wk,WRITING,39C,33097,"WAY, J.",8,5,0,0,0,5,0,0,3.62
2018-19,Summer10wk,WRITING,39C,33098,"WAY, J.",4,9,0,0,3,3,1,0,2.76
2018-19,Summer10wk,WRITING,39C,33099,"WAY, J.",7,6,0,0,0,7,0,0,3.52
2018-19,Summer10wk,WRITING,39C,33100,"WAY, J.",9,7,1,0,1,4,0,0,3.21
2018-19,Summer10wk,WRITING,39C,33101,"WAY, J.",8,6,0,0,1,7,0,0,3.33
2018-19,Summer10wk,WRITING,39C,33102,"WAY, J.",7,5,0,0,2,3,1,0,2.94
2018-19,Summer10wk,WRITING,39C,33103,"WAY, J.; LANGDON, L.",6,10,2,0,0,2,1,0,3.21
2018-19,Summer10wk,WRITING,39C,33104,"WAY, J.; PRICE, D.",3,12,2,0,1,1,0,0,2.87
2018-19,Summer10wk,WRITING,39C,33105,"WAY, J.; NIEMAN, J.",6,9,0,0,1,5,0,0,3.24
2018-19,Summer10wk,WRITING,39C,33106,"WAY, J.; CONNELL, C.",4,10,2,0,1,3,1,0,2.91
2018-19,Summer10wk,WRITING,39C,33107,"WAY, J.; REINER, N.",8,6,1,0,2,4,0,0,3.04
2018-19,Summer10wk,WRITING,39C,33108,"WAY, J.; MYKKANEN, R.",10,7,0,0,0,3,2,0,3.47
2018-19,Summer10wk,WRITING,39C,33109,"WAY, J.; MATLOCK, D.",8,2,0,0,2,5,2,0,3.02
2018-19,Summer10wk,WRITING,39C,33110,"WAY, J.",6,5,2,0,1,4,3,0,3.01
2018-19,Summer10wk,WRITING,39C,33111,"WAY, J.; GONZALES, R.",2,7,2,0,0,4,3,0,3.03
2018-19,Summer10wk,WRITING,39C,33112,"WAY, J.",3,5,1,1,1,5,1,0,2.76
2018-19,Summer10wk,WRITING,39C,33113,"WAY, J.",5,9,0,0,1,2,1,0,3.13
2018-19,Summer10wk,WRITING,39C,33114,"WAY, J.",11,4,0,0,1,1,2,0,3.46
2018-19,Summer10wk,WRITING,39C,33115,"WAY, J.",4,10,0,0,1,6,1,0,3.09
2018-19,Summer10wk,WRITING,39C,33116,"WAY, J.; KEEPERMAN, J.",5,5,2,0,1,6,2,0,2.95
2018-19,Summer10wk,WRITING,39C,33117,"WAY, J.",14,1,0,0,0,4,0,0,3.85
2018-19,Summer10wk,WRITING,39C,33118,"WAY, J.; KARLSSON, S.",12,2,0,0,1,4,1,0,3.44
2018-19,Summer10wk,WRITING,39C,33119,"WAY, J.",11,5,1,1,2,1,0,0,3.13
2018-19,Summer10wk,WRITING,39C,33120,"WAY, J.",6,2,0,3,1,3,4,0,2.75
2018-19,Summer10wk,WRITING,39C,33121,"WAY, J.",13,4,0,0,1,2,0,0,3.49
2018-19,Summer10wk,WRITING,39C,33122,"WAY, J.",3,7,0,0,3,6,0,0,2.59
2018-19,Summer10wk,WRITING,39C,33123,"WAY, J.",11,6,0,0,0,4,0,0,3.61
2018-19,Summer10wk,WRITING,39C,33124,"WAY, J.",6,8,0,0,0,6,1,0,3.56
2018-19,Summer10wk,WRITING,39C,33125,"WAY, J.",9,5,1,0,4,1,1,0,2.73
2018-19,Summer10wk,WRITING,39C,33126,"WAY, J.",9,5,0,0,0,6,0,0,3.6
2018-19,Summer10wk,WRITING,39C,33127,"WAY, J.",8,6,0,0,4,1,1,0,2.76
2018-19,Summer10wk,WRITING,39C,33128,"WAY, J.",7,7,0,0,2,3,0,0,3.04
2018-19,Summer10wk,WRITING,39C,33129,"WAY, J.",9,2,0,0,3,3,1,0,2.85
2018-19,Summer10wk,WRITING,39C,33130,"WAY, J.",4,4,4,0,3,4,0,0,2.4
2018-19,Summer10wk,WRITING,39C,33131,"WAY, J.",3,8,0,0,5,4,1,0,2.23
2018-19,Summer10wk,WRITING,39C,33132,"WAY, J.",4,8,5,0,3,1,0,0,2.52
2018-19,Summer10wk,WRITING,139W,33140,"WAY, J.; BRAUER, E.",3,6,2,0,2,6,0,0,2.59
2018-19,Summer10wk,WRITING,139W,33141,"WAY, J.; FISCHER, A.",6,7,1,0,1,3,0,0,3.11
2018-19,Summer10wk,WRITING,139W,33142,"WAY, J.; SCHULTZ, R.",5,7,1,1,1,3,0,0,3.01
2018-19,Summer10wk,WRITING,139W,33143,"WAY, J.; WANKIER, A.",6,2,1,0,1,3,1,0,3.02
2018-19,Summer10wk,WRITING,139W,33144,"WAY, J.; LEVIN, K.",5,6,4,0,1,4,0,0,2.89
2018-19,Summer1,AC ENG,29,20100,"THOMAS, J.",0,0,0,0,0,15,0,0,0
2018-19,Summer1,AFAM,40A,20210,"SORENTINO, S.",21,4,0,0,1,1,0,0,3.67
2018-19,Summer1,ANTHRO,2A,60010,"CHAVEZ, L.",19,14,9,7,1,3,0,0,2.82
2018-19,Summer1,ANTHRO,2A,60020,"DIXON, L.",74,24,3,1,2,10,2,0,3.56
2018-19,Summer1,ANTHRO,2D,60060,"CARRILLO, L.",11,15,5,2,1,0,0,0,2.94
2018-19,Summer1,ANTHRO,10A,60070,"HUFFMAN, M.",8,8,2,1,0,1,0,0,3.2
2018-19,Summer1,ANTHRO,41A,60100,"HARTMAN, G.",23,15,1,2,4,0,2,0,3.08
2018-19,Summer1,ANTHRO,136K,60160,"O'ROURKE, S.",17,0,1,0,2,2,0,0,3.49
2018-19,Summer1,ART,12A,1010,"FAMILIAN, D.",17,22,4,1,2,5,2,0,3.06
2018-19,Summer1,ART,20A,1030,"BORENSTEIN, R.",12,0,0,0,0,1,0,0,3.98
2018-19,Summer1,ART,30A,1050,"MACKAY, A.",11,0,1,0,0,0,0,0,3.76
2018-19,Summer1,ART,71A,1080,"WELKER, K.",14,1,0,0,0,1,0,0,3.89
2018-19,Summer1,ART,100,1100,"VEGA, J.",23,0,0,0,0,0,0,0,3.99
2018-19,Summer1,ART,100,1110,"VEGA, J.",25,1,0,0,0,1,0,0,3.95
2018-19,Summer1,ART,101W,1140,"PHILLIPS, C.",26,1,0,0,0,0,0,0,3.83
2018-19,Summer1,ASIANAM,53,21520,"KAUR, T.",6,2,2,0,0,2,0,0,3.4
2018-19,Summer1,ASIANAM,54,21530,"SHROFF, B.",15,6,0,0,0,4,0,0,3.7
2018-19,Summer1,BIO SCI,9B,5005,"SHAFFER, J.",53,35,24,7,6,20,2,0,2.97
2018-19,Summer1,BIO SCI,36,5020,"HALBOUT, B.",12,8,7,4,0,5,0,0,2.9
2018-19,Summer1,BIO SCI,38,5040,"GUZOWSKI, J.",8,15,14,0,0,1,0,0,2.81
2018-19,Summer1,BIO SCI,93,5070,"BUSCIGLIO, J.; MAHAVONGTRAKUL, M.",34,52,35,3,3,1,0,0,2.83
2018-19,Summer1,BIO SCI,94,5090,"WILSON, K.",8,17,15,6,2,0,0,0,2.47
2018-19,Summer1,BIO SCI,97,5110,"BARDWELL, L.",68,46,40,12,4,0,0,0,2.89
2018-19,Summer1,BIO SCI,98,5135,"CUTHBERT, B.",44,107,65,13,2,0,0,0,2.76
2018-19,Summer1,BIO SCI,D103,5170,"WANG, W.",25,22,9,1,0,0,0,0,3.2
2018-19,Summer1,BIO SCI,D104,5180,"CHO, K.",19,27,16,4,2,0,0,0,2.82
2018-19,Summer1,BIO SCI,E109,5200,"BRADLEY, T.",20,19,10,5,0,0,0,0,3.02
2018-19,Summer1,BIO SCI,N110,5210,"LIOUDYNO, M.",18,30,21,1,0,0,0,0,2.9
2018-19,Summer1,BIO SCI,E112L,5231,"CARRILLO, A.; HICKS, J.",20,4,0,0,0,0,0,0,3.8
2018-19,Summer1,BIO SCI,E112L,5232,"CARRILLO, A.; HICKS, J.",11,6,0,0,0,0,0,0,3.63
2018-19,Summer1,BIO SCI,M116L,5251,"OVERSTREET, C.",5,6,6,2,0,0,0,0,2.66
2018-19,Summer1,BIO SCI,M116L,5252,"OVERSTREET, C.",6,7,3,1,0,0,0,0,3.01
2018-19,Summer1,BIO SCI,M118L,5260,"MORRISSETTE, N.",7,5,3,0,0,0,0,0,3.31
2018-19,Summer1,BIO SCI,M118L,5265,"MORRISSETTE, N.",13,3,0,0,0,0,0,0,3.7
2018-19,Summer1,BIO SCI,M118L,5270,"JHA, N.",6,10,1,0,0,0,0,0,3.26
2018-19,Summer1,BIO SCI,M118L,5275,"JHA, N.",10,8,1,0,0,0,0,0,3.35
2018-19,Summer1,BIO SCI,M122,5330,"HARKER, K.",12,41,23,10,1,0,0,0,2.63
2018-19,Summer1,BIO SCI,D136,5335,"SHAFFER, J.",4,13,41,13,11,0,0,0,1.86
2018-19,Summer1,BIO SCI,E136,5340,"GERMAN, D.",7,15,9,0,1,0,0,0,2.83
2018-19,Summer1,BIO SCI,N158,5350,"CAHILL, L.",6,7,5,0,0,0,0,0,3.16
2018-19,Summer1,BIO SCI,E179,5360,"BOWLER, P.",26,24,14,1,1,0,0,0,3.11
2018-19,Summer1,BIO SCI,E179L,5361,"BOWLER, P.",43,15,4,0,1,0,0,0,3.56
2018-19,Summer1,BIO SCI,194S,5400,"METHERATE, R.; STRIFLER, C.",0,0,0,0,0,109,3,0,0
2018-19,Summer1,BIO SCI,199,6305,"HOONPONGSIMANO, W.",12,0,0,0,0,0,0,0,4
2018-19,Summer1,BME,1,14010,"KHAZAEINEZHAD, R.",38,1,0,0,0,2,0,0,3.91
2018-19,Summer1,BME,50A,14020,"MIRBOLOOKI, M.",3,5,7,0,1,0,0,0,2.53
2018-19,Summer1,CHEM,1A,40010,"SHAKA, A.",30,38,21,0,0,2,0,0,3.1
2018-19,Summer1,CHEM,1C,40050,"HOLTON, A.",22,62,151,48,16,1,0,0,2.02
2018-19,Summer1,CHEM,1LC,40071,"MANG, S.",6,11,2,1,0,0,0,0,3.1
2018-19,Summer1,CHEM,1LC,40072,"MANG, S.",6,10,1,0,1,1,0,0,3.14
2018-19,Summer1,CHEM,1LC,40074,"MANG, S.",8,8,2,0,0,0,0,0,3.18
2018-19,Summer1,CHEM,1LC,40075,"MANG, S.",3,12,0,0,0,0,0,0,3.12
2018-19,Summer1,CHEM,1LC,40076,"MANG, S.",8,8,2,2,1,0,0,0,3.07
2018-19,Summer1,CHEM,1LC,40077,"MANG, S.",9,13,0,0,1,0,0,0,3.26
2018-19,Summer1,CHEM,1LC,40078,"MANG, S.",4,13,4,0,0,0,0,0,3
2018-19,Summer1,CHEM,1LC,40080,"MANG, S.",4,10,4,1,0,0,0,0,2.97
2018-19,Summer1,CHEM,1LC,40081,"MANG, S.",5,12,2,0,0,0,0,0,3.13
2018-19,Summer1,CHEM,1LC,40083,"MANG, S.",6,11,2,2,0,0,0,0,3
2018-19,Summer1,CHEM,1LC,40084,"MANG, S.",5,10,3,0,0,0,0,0,3.14
2018-19,Summer1,CHEM,1LD,40112,"MANG, S.",7,10,2,0,1,0,0,0,3.06
2018-19,Summer1,CHEM,1LD,40115,"MANG, S.",6,12,3,0,0,0,0,0,3.14
2018-19,Summer1,CHEM,1LD,40118,"MANG, S.",7,10,2,0,0,0,1,0,3.18
2018-19,Summer1,CHEM,1LD,40123,"MANG, S.",3,11,4,0,0,0,0,0,3.04
2018-19,Summer1,CHEM,51A,40180,"LINK, R.",16,19,21,10,3,0,0,0,2.48
2018-19,Summer1,CHEM,51B,40190,"REILLY, A.",46,56,39,17,11,0,0,0,2.58
2018-19,Summer1,CHEM,51LB,40211,"MCKNELLY, K.",4,6,5,3,0,0,0,0,2.46
2018-19,Summer1,CHEM,51LB,40212,"MCKNELLY, K.",0,9,4,3,3,0,0,0,2.03
2018-19,Summer1,CHEM,51LB,40213,"MCKNELLY, K.",4,4,7,3,0,0,0,0,2.5
2018-19,Summer1,CHEM,51LB,40214,"MCKNELLY, K.",2,5,5,7,0,0,0,0,2.14
2018-19,Summer1,CHEM,51LD,40253,"HOWITZ, W.",8,7,4,0,0,0,0,0,3.16
2018-19,Summer1,CHEM,51LD,40255,"HOWITZ, W.",8,9,2,0,0,0,0,0,3.3
2018-19,Summer1,CHEM,51LD,40256,"HOWITZ, W.",7,7,1,0,0,0,0,0,3.4
2018-19,Summer1,CHC/LAT,64,61020,"DESIPIO, L.",2,4,4,0,2,3,0,0,2.38
2018-19,Summer1,ENGRCEE,20,17014,"ESMAILI, O.",7,9,11,7,1,0,0,0,2.42
2018-19,Summer1,ENGRCEE,30,17020,"SUN, L.",4,4,5,5,2,1,0,0,2.06
2018-19,Summer1,CLASSIC,45A,22230,"GIANNOPOULOU, Z.",10,17,5,2,1,1,4,0,2.96
2018-19,Summer1,PSYCH,7A,68010,"GERMO, G.",4,8,3,0,1,0,0,0,2.78
2018-19,Summer1,PSYCH,7A,68030,"HAGEDORN, J.",37,22,19,4,4,3,0,0,2.98
2018-19,Summer1,PSYCH,9A,68050,"BERG, B.",4,8,4,1,0,1,0,0,2.92
2018-19,Summer1,PSYCH,9B,68070,"BOWER, A.",5,11,3,4,0,1,0,0,2.61
2018-19,Summer1,PSYCH,9C,68090,"GERMO, G.",7,10,9,2,1,0,0,0,2.64
2018-19,Summer1,PSYCH,112M,68120,"LOFGREN, C.",9,12,6,3,1,0,0,0,2.8
2018-19,Summer1,PSYCH,112LM,68130,"LOFGREN, C.",9,12,6,3,1,0,0,0,2.8
2018-19,Summer1,PSYCH,129,68150,"HAGEDORN, J.",25,17,3,2,1,0,0,0,3.28
2018-19,Summer1,PSYCH,140C,68160,"D'ZMURA, T.",49,0,0,0,0,0,0,0,3.98
2018-19,Summer1,PSYCH,177D,68180,"PONTELL, H.",1,5,10,4,1,0,0,0,2.15
2018-19,Summer1,COM LIT,60A,22720,"SINGER, K.",20,8,8,1,2,2,2,0,3.09
2018-19,Summer1,COMPSCI,133,34110,"EL ZARKI, M.",12,19,0,2,5,0,0,0,2.77
2018-19,Summer1,COMPSCI,141,34120,"ALFARO, S.",6,8,8,5,2,0,0,0,2.34
2018-19,Summer1,COMPSCI,151,34140,"BOZORGZADEH, E.",14,11,5,11,2,0,0,0,2.5
2018-19,Summer1,COMPSCI,171,34145,"LATHROP, R.",47,9,3,2,2,0,0,0,3.51
2018-19,Summer1,CSE,31,16010,"DANG, Q.",3,6,0,1,0,0,0,0,3.16
2018-19,Summer1,CSE,70A,16040,"LEE, C.",8,3,0,1,4,0,0,0,2.64
2018-19,Summer1,CRM/LAW,C7,52010,"STONE, Z.",17,9,3,1,2,0,0,0,3.17
2018-19,Summer1,CRM/LAW,C100,52050,"TURNER, S.",7,10,3,0,0,0,0,0,3.14
2018-19,Summer1,CRM/LAW,C107,52060,"PONTELL, H.",10,16,18,5,0,0,0,0,2.61
2018-19,Summer1,CRM/LAW,C127,52080,"JENNESS, V.",18,15,12,5,0,0,0,0,2.87
2018-19,Summer1,CRM/LAW,C142,52100,"PONTELL, H.",14,13,13,9,2,0,1,0,2.49
2018-19,Summer1,DRAMA,15,3010,"ROCHA, R.",187,30,4,0,4,4,0,0,3.74
2018-19,Summer1,DRAMA,130,3030,"BRESTOFF, R.",14,6,0,0,0,0,0,0,3.72
2018-19,Summer1,EARTHSS,1,42010,"WANG, J.",29,28,8,1,4,2,2,0,3.09
2018-19,Summer1,ECON,13,62020,"HORNER, K.",41,38,6,0,1,0,0,0,3.38
2018-19,Summer1,ECON,15A,62040,"PARRET, A.",46,27,6,2,1,0,0,0,3.36
2018-19,Summer1,ECON,15B,62060,"SHIREY, P.",17,33,10,5,1,0,0,0,2.9
2018-19,Summer1,ECON,20A,62090,"BRANCH, W.",136,69,26,15,19,5,3,0,3.1
2018-19,Summer1,ECON,20B,62120,"BRANCH, W.",27,13,14,8,4,2,1,0,2.73
2018-19,Summer1,ECON,25,62140,"MARI, R.",28,9,5,3,1,0,0,0,3.34
2018-19,Summer1,ECON,100A,62160,"TOUKAN, A.",20,33,20,15,13,0,0,0,2.33
2018-19,Summer1,ECON,100C,62190,"TOUKAN, A.",11,15,15,5,5,0,0,0,2.42
2018-19,Summer1,ECON,122A,62210,"RODRIGUEZ LOPE, J.",29,15,3,0,0,0,0,0,3.56
2018-19,Summer1,ECON,122B,62230,"RODRIGUEZ LOPE, J.",23,24,5,0,2,0,0,0,3.23
2018-19,Summer1,ECON,132A,62250,"SOHRABIAN, A.",11,18,13,5,2,0,0,0,2.57
2018-19,Summer1,ECON,134A,62260,"SOHRABIAN, A.",8,33,22,7,3,0,0,0,2.47
2018-19,Summer1,EDUC,30,12010,"VU, V.",46,20,0,1,3,3,3,0,3.41
2018-19,Summer1,EDUC,124,12050,"CONCHAS, G.",46,3,0,0,0,1,0,0,3.9
2018-19,Summer1,EDUC,160,12070,"LAO, J.",35,8,2,1,4,1,0,0,3.35
2018-19,Summer1,EECS,10,18020,"SHEU, P.",12,5,1,0,1,0,0,0,3.36
2018-19,Summer1,EECS,12,18030,"LIN, K.",10,4,0,0,0,1,0,0,3.67
2018-19,Summer1,EECS,31,18050,"DANG, Q.",14,2,2,0,0,1,0,0,3.63
2018-19,Summer1,EECS,55,18080,"CHEN, W.",5,11,16,1,0,0,0,0,2.63
2018-19,Summer1,EECS,70A,18090,"LEE, C.",11,12,9,1,6,0,0,0,2.5
2018-19,Summer1,EECS,70LA,18095,"LEE, C.",21,2,0,0,0,0,0,0,3.9
2018-19,Summer1,ENGR,30,13010,"SUN, L.",3,6,4,2,0,0,0,0,2.63
2018-19,Summer1,ENGR,190W,13080,"BACH, S.",3,14,2,0,0,0,0,0,3.02
2018-19,Summer1,ENGR,190W,13082,"BACH, S.",2,12,1,0,0,0,0,0,3.03
2018-19,Summer1,ENGR,190W,13084,"FORESTA, J.",15,8,1,0,0,0,0,0,3.55
2018-19,Summer1,ENGLISH,10,23310,"DAVIS, R.",6,4,0,0,0,0,0,0,3.54
2018-19,Summer1,ENGLISH,17,23320,"LATIOLAIS, P.",11,7,2,0,0,0,0,0,3.36
2018-19,Summer1,ENGLISH,102A,23350,"SILVER, V.",4,17,7,1,0,0,0,0,2.88
2018-19,Summer1,EURO ST,S10,24010,"SMITH, J.",55,15,2,0,3,7,2,0,3.6
2018-19,Summer1,EURO ST,12,24030,"PAN, D.",8,12,4,1,1,4,1,0,2.96
2018-19,Summer1,FLM&MDA,85A,24110,"KAUR, T.",20,33,9,0,0,1,0,0,3.14
2018-19,Summer1,FLM&MDA,85C,24130,"KNUTSON, M.",10,16,4,2,0,1,2,0,3.09
2018-19,Summer1,FLM&MDA,101A,24140,"BREITENSTEIN, S.",6,12,4,0,0,0,0,0,3.04
2018-19,Summer1,FRENCH,S1AB,24810,"MOURAD, G.",9,6,3,0,1,1,0,0,3.11
2018-19,Summer1,FRENCH,S2AB,24830,"HEBERLE, O.",8,5,1,0,0,2,0,0,3.46
2018-19,Summer1,GEN&SEX,50C,25060,"CHEUNG, E.",28,4,2,2,2,0,0,0,3.41
2018-19,Summer1,HISTORY,21A,26540,"OLOMI, A.",33,10,0,3,1,0,0,0,3.51
2018-19,Summer1,HISTORY,40A,26590,"DICKMEYER, L.",45,14,2,0,1,54,0,0,3.6
2018-19,Summer1,HISTORY,40C,26610,"JACOBY, A.",8,15,3,1,0,36,5,0,3.08
2018-19,Summer1,HISTORY,60,26620,"EKLUND, S.",10,1,0,0,0,1,0,0,3.88
2018-19,Summer1,HISTORY,70A,26640,"DAVID, K.",17,8,2,0,0,3,0,0,3.54
2018-19,Summer1,HISTORY,183,26670,"PLEKHANOV, S.",7,5,0,0,0,0,0,0,3.63
2018-19,Summer1,HUMAN,55,27620,"PAN, D.",20,16,8,3,2,2,2,0,2.96
2018-19,Summer1,IN4MATX,131,36660,"JAMBHEKAR, S.",24,18,3,0,0,0,0,0,3.41
2018-19,Summer1,I&C SCI,46,36581,"GAGO MASAGUE, S.",14,22,5,1,2,0,1,0,3.02
2018-19,Summer1,I&C SCI,139W,36595,"ALFARO, S.",29,4,2,0,0,0,0,0,3.77
2018-19,Summer1,INTL ST,11,64010,"HARTMAN, G.",22,16,5,0,1,0,1,0,3.24
2018-19,Summer1,INTL ST,14,64060,"NIAYESH, V.",4,4,5,0,0,0,0,0,2.9
2018-19,Summer1,INTL ST,130,64080,"VALDEZ, A.",10,3,0,0,1,0,0,0,3.44
2018-19,Summer1,INTL ST,183A,64180,"BRUNSTETTER, D.",21,10,3,3,2,1,0,0,3.05
2018-19,Summer1,JAPANSE,S1AB,28910,"RIGGS, H.; SEONG, E.",7,8,1,3,0,1,0,0,3.02
2018-19,Summer1,KOREAN,S1AB,29310,"LEE, J.",7,4,1,0,0,2,0,0,3.58
2018-19,Summer1,LINGUIS,3,65030,"MIS, B.",24,23,4,0,0,5,1,0,3.36
2018-19,Summer1,LPS,29,66010,"EKLUND, S.",16,1,1,0,0,0,0,0,3.83
2018-19,Summer1,MGMT,7,38016,"POURMOHAMMADI, H.",9,9,7,4,3,1,1,0,2.49
2018-19,Summer1,MGMT,30A,38020,"CHAO, M.",14,34,17,4,17,3,0,0,2.26
2018-19,Summer1,MGMT,102,38060,"SOMMER, S.",29,56,25,2,4,4,0,0,2.93
2018-19,Summer1,MGMT,105,38080,"SHEPPARD, V.",35,35,1,0,0,3,0,0,3.5
2018-19,Summer1,MGMT,107,38100,"FEATHERMAN, M.",101,19,2,5,3,2,0,0,3.61
2018-19,Summer1,MGMT,109,38110,"RICHEY, T.",37,31,4,2,0,4,0,0,3.45
2018-19,Summer1,MGMT,124,38120,"MCLAUGHLIN, G.",31,10,2,0,0,3,0,0,3.58
