year,quarter,department,courseNumber,courseCode,instructors,a,b,c,d,f,p,np,w,gpaAvg
2019-20,Winter,HUMAN,1BS,27803,"MORSE, S.; RAHIMIEH, N.",9,8,1,0,1,0,0,0,3.26
2019-20,Winter,HUMAN,1BS,27804,"HEIM, J.; RAHIMIEH, N.",9,9,0,0,0,1,0,0,3.5
2019-20,Winter,HUMAN,1BS,27805,"BERGHOF, A.; RAHIMIEH, N.",15,1,0,0,2,0,0,0,3.37
2019-20,Winter,HUMAN,1BS,27806,"BUHANAN, K.; RAHIMIEH, N.",4,4,3,0,0,1,0,0,3.04
2019-20,Winter,HUMAN,1BS,27807,"SIAKEL, D.; RAHIMIEH, N.",6,13,0,0,0,0,0,0,3.33
2019-20,Winter,HUMAN,1BS,27809,"HERRMANN, A.; RAHIMIEH, N.",6,12,1,0,0,0,0,0,3.28
2019-20,Winter,HUMAN,1BS,27810,"SIAKEL, D.; RAHIMIEH, N.",4,13,1,0,0,0,1,0,3.13
2019-20,Winter,HUMAN,1BS,27812,"PASCOE, S.; RAHIMIEH, N.",3,10,1,0,0,0,0,0,3.08
2019-20,Winter,HUMAN,1BS,27814,"CHASE, W.; RAHIMIEH, N.",5,13,1,0,0,0,0,0,3.2
2019-20,Winter,HUMAN,1B,28010,"HERBERT, J.; RAHIMIEH, N.",13,4,1,0,0,0,0,0,3.62
2019-20,Winter,HUMAN,1BES,28011,"WALSH, K.; RAHIMIEH, N.",2,11,5,0,0,0,0,0,2.87
2019-20,Winter,HUMAN,1B,28020,"O'TOOLE, R.; RAHIMIEH, N.",3,12,0,0,0,0,0,0,3.2
2019-20,Winter,HUMAN,1BES,28021,"BUHANAN, K.; RAHIMIEH, N.",4,9,2,0,0,0,0,0,3.13
2019-20,Winter,HUMAN,1B,28100,"O'TOOLE, R.; RAHIMIEH, N.",49,7,1,0,0,0,0,0,3.78
2019-20,Winter,HUMAN,H1BS,28101,"BERGHOF, O.; RAHIMIEH, N.",13,6,0,0,0,0,0,0,3.64
2019-20,Winter,HUMAN,H1BS,28103,"CONNELL, C.; RAHIMIEH, N.",16,2,1,0,0,0,0,0,3.73
2019-20,Winter,HUMAN,H1BS,28105,"WALSH, K.; RAHIMIEH, N.",15,4,0,0,0,0,0,0,3.73
2019-20,Winter,HUMAN,1B,28110,"HERBERT, J.; RAHIMIEH, N.",29,6,0,0,0,0,0,1,3.75
2019-20,Winter,HUMAN,H1BS,28112,"SHORT, G.; RAHIMIEH, N.",7,9,0,0,0,0,0,1,3.34
2019-20,Winter,HUMAN,H1BS,28114,"FOGLI, G.; RAHIMIEH, N.",14,5,0,0,0,0,0,0,3.67
2019-20,Winter,HUMAN,1B,28120,"IMADA, A.; RAHIMIEH, N.",80,29,5,0,0,0,0,0,3.64
2019-20,Winter,HUMAN,H1BS,28121,"BERGHOF, A.; RAHIMIEH, N.",19,0,0,0,0,0,0,0,3.91
2019-20,Winter,HUMAN,H1BS,28122,"MORSE, S.; RAHIMIEH, N.",14,4,0,1,0,0,0,0,3.57
2019-20,Winter,HUMAN,H1BS,28124,"HERRMANN, A.; RAHIMIEH, N.",8,11,0,0,0,0,0,0,3.42
2019-20,Winter,HUMAN,H1BS,28126,"CASTILLO, L.; RAHIMIEH, N.",17,2,0,0,0,0,0,0,3.78
2019-20,Winter,HUMAN,H1BS,28129,"BEAUCHAMP, T.; RAHIMIEH, N.",19,0,0,0,0,0,0,0,3.95
2019-20,Winter,HUMAN,H1BS,28130,"O'TOOLE, R.; RAHIMIEH, N.",8,10,0,0,0,0,0,0,3.34
2019-20,Winter,HUMAN,H80,28270,"FARMER, S.",16,0,0,0,0,0,0,0,3.79
2019-20,Winter,HUMAN,H120,28300,"HENDERSON, A.",13,1,0,0,0,0,0,1,3.95
2019-20,Winter,HUMAN,H141,28350,"MCLOUGHLIN, N.",14,0,0,0,0,0,0,0,3.91
2019-20,Winter,HUMAN,198,28580,"CHEN, Y.",0,0,0,0,0,26,0,0,0
2019-20,Winter,IN4MATX,43,35810,"NASR, K.",109,82,22,3,3,0,0,0,3.28
2019-20,Winter,IN4MATX,101,35830,"KLEFSTAD, R.",10,4,0,0,1,0,0,0,3.45
2019-20,Winter,IN4MATX,113,35850,"NAVARRO, E.",238,41,6,1,1,2,0,0,3.74
2019-20,Winter,IN4MATX,121,35870,"GARCEZ DE OLIV, A.",61,71,11,1,1,1,0,0,3.33
2019-20,Winter,IN4MATX,122,35880,"GARCIA, J.; SUNDARAM, A.",64,5,0,1,0,0,0,0,3.87
2019-20,Winter,IN4MATX,131,35890,"BRANHAM, S.",240,42,8,1,2,2,0,0,3.74
2019-20,Winter,IN4MATX,132,35900,"BIETZ, M.",57,18,6,0,0,1,0,0,3.63
2019-20,Winter,IN4MATX,134,35910,"LUMSDAINE, P.; COLLINS, M.",38,8,0,0,0,0,0,0,3.79
2019-20,Winter,IN4MATX,143,35940,"SUTTON, S.; LIU, L.",35,14,0,0,1,0,0,0,3.56
2019-20,Winter,IN4MATX,148,35950,"PEPPLER, K.; GARRISON, E.; HAN, J.",113,7,0,0,0,0,0,0,3.92
2019-20,Winter,IN4MATX,151,35960,"MARK, G.; ANDERSON COTO, M.; GRACE, T.",24,47,10,1,0,1,0,0,3.19
2019-20,Winter,IN4MATX,161,35990,"HO, B.",40,46,7,4,4,3,0,1,3.09
2019-20,Winter,IN4MATX,162W,36010,"CHO, A.; MAZMANIAN, M.",20,22,4,0,1,0,0,0,3.27
2019-20,Winter,IN4MATX,164,36020,"KOROBKOVA, K.",13,7,0,0,0,0,0,0,3.67
2019-20,Winter,IN4MATX,172,36030,"ZHENG, K.; MARQUES CALDEI, C.",34,5,1,0,0,0,0,0,3.77
2019-20,Winter,IN4MATX,190,36045,"PHILIP, K.",9,10,5,1,0,0,0,0,3.04
2019-20,Winter,IN4MATX,191A,36060,"ZIV, H.",58,11,0,0,0,0,0,0,3.81
2019-20,Winter,IN4MATX,191A,36070,"NAVARRO, E.",62,3,0,0,0,0,0,0,3.95
2019-20,Winter,IN4MATX,191B,36080,"DENENBERG, D.",65,0,1,0,0,0,0,0,3.97
2019-20,Winter,IN4MATX,199,36228,"TANENBAUM, T.",10,0,0,0,0,0,0,0,3.97
2019-20,Winter,I&C SCI,5,35350,"YOUNG, N.; RHO, H.; SHIN, T.",106,48,14,5,2,18,4,1,3.41
2019-20,Winter,I&C SCI,6B,35360,"HERMANS, K.",114,84,50,17,9,1,0,2,2.98
2019-20,Winter,I&C SCI,6D,35380,"GASSKO, I.; GUO, R.; YAN, X.",158,132,65,14,4,0,0,1,3.12
2019-20,Winter,I&C SCI,6D,35385,"GASSKO, I.; GUO, R.; YAN, X.",69,97,51,11,4,1,1,0,2.94
2019-20,Winter,I&C SCI,6N,35400,"GAGO MASAGUE, S.",75,26,12,5,4,0,0,0,3.32
2019-20,Winter,I&C SCI,10,35410,"HUSSAIN, M.; SCHWARZ, H.; THANAWALA, N.",151,12,4,0,0,4,0,1,3.88
2019-20,Winter,I&C SCI,31,35420,"ALFARO, S.",127,80,47,27,3,7,5,5,3
2019-20,Winter,I&C SCI,32,35440,"THORNTON, A.",159,68,37,34,7,1,4,3,3.1
2019-20,Winter,I&C SCI,32A,35460,"THORNTON, A.",9,10,3,1,1,0,1,1,3.02
2019-20,Winter,I&C SCI,33,35480,"PATTIS, R.",101,64,36,8,20,0,2,3,2.96
2019-20,Winter,I&C SCI,33,35485,"PATTIS, R.",89,49,28,9,20,1,1,1,2.92
2019-20,Winter,I&C SCI,45C,35520,"IBRAHIM, M.; IYER, S.; AGARWAL, N.",188,62,9,3,11,0,0,0,3.46
2019-20,Winter,I&C SCI,45J,35530,"HERMANS, K.; TRUELOVE, A.; SIDDHESHWAR, S.",85,85,36,9,5,1,0,0,3.06
2019-20,Winter,I&C SCI,46,35540,"THORNTON, A.; CONCEICAO SOUZ, J.; UNAL, A.",112,43,24,11,1,1,0,2,3.31
2019-20,Winter,I&C SCI,46,35545,"SHINDLER, M.; LIVINIUK, A.; ATHALYE, C.",97,115,20,0,11,1,0,4,3.18
2019-20,Winter,I&C SCI,51,35560,"WONG-MA, J.",121,88,40,19,8,0,1,7,3.05
2019-20,Winter,I&C SCI,53,35590,"HARRIS, I.",197,115,43,12,13,0,0,2,3.22
2019-20,Winter,I&C SCI,53L,35595,"TING, H.; HARRIS, I.",32,10,3,1,2,0,0,0,3.38
2019-20,Winter,I&C SCI,53L,35596,"TING, H.; HARRIS, I.",24,16,5,0,3,0,0,0,3.19
2019-20,Winter,I&C SCI,53L,35597,"PRIYADARSHINI, A.; GIYAHCHI, T.; HARRIS, I.",21,16,5,2,3,0,0,0,3.08
2019-20,Winter,I&C SCI,53L,35598,"PRIYADARSHINI, A.; GIYAHCHI, T.; HARRIS, I.",20,12,13,2,1,0,0,0,3.01
2019-20,Winter,I&C SCI,53L,35599,"MOAZZEMI, K.; GIYAHCHI, T.; HARRIS, I.",22,20,2,2,2,0,0,0,3.2
2019-20,Winter,I&C SCI,53L,35600,"PRIYADARSHINI, A.; MAITY, B.; HARRIS, I.",24,13,8,2,0,0,0,1,3.24
2019-20,Winter,I&C SCI,53L,35601,"MOAZZEMI, K.; MAITY, B.; HARRIS, I.",26,17,3,1,1,0,0,0,3.37
2019-20,Winter,I&C SCI,53L,35602,"MOAZZEMI, K.; MAITY, B.; HARRIS, I.",28,11,4,2,1,0,0,1,3.33
2019-20,Winter,I&C SCI,61,35620,"SALEN, K.",128,5,1,0,1,1,0,0,3.89
2019-20,Winter,I&C SCI,139W,35640,"ALFARO, S.; PADUREAN, S.",81,11,0,0,3,2,0,1,3.75
2019-20,Winter,I&C SCI,139W,35650,"REGAN, A.; MUTHINENI, A.; HASSANI, M.",77,12,6,0,0,0,0,0,3.72
2019-20,Winter,I&C SCI,139W,35660,"BLACK, R.; WELLS, G.; NOURMOHAMMADI, N.",83,8,1,0,2,0,0,0,3.77
2019-20,Winter,I&C SCI,139W,35670,"YOUNG, N.",60,23,10,0,0,5,0,0,3.49
2019-20,Winter,I&C SCI,161,35680,"DESPIE, D.",94,16,7,1,0,0,0,0,3.68
2019-20,Winter,I&C SCI,162,35690,"ZHAO, S.; MANZUR, S.",44,25,11,3,1,0,0,0,3.26
2019-20,Winter,I&C SCI,167,35700,"SQUIRE, K.",78,0,0,0,0,0,0,0,3.98
2019-20,Winter,I&C SCI,169B,35720,"TANENBAUM, T.; BRYAN, J.",43,18,1,0,0,0,0,0,3.69
2019-20,Winter,I&C SCI,193,35740,"PATTIS, R.; WONG-MA, J.",55,0,0,0,0,1,0,0,3.98
2019-20,Winter,INTL ST,1,64000,"MCCARTY, P.",81,9,1,0,0,3,0,0,3.85
2019-20,Winter,INTL ST,11,64010,"DOUGLAS, T.",99,14,3,0,2,4,1,1,3.74
2019-20,Winter,INTL ST,12,64030,"AL-BULUSHI, Y.; HYDER, M.",17,10,10,5,1,2,3,1,2.85
2019-20,Winter,INTL ST,13,64040,"SARRAF, G.",10,19,9,2,0,1,0,0,2.93
2019-20,Winter,INTL ST,14,64050,"LOCKWOOD, E.",30,17,8,3,1,1,0,0,3.16
2019-20,Winter,INTL ST,16,64070,"RAMACHANDRAN, V.; ISLAS, T.",35,14,4,0,1,0,0,0,3.5
2019-20,Winter,INTL ST,17,64080,"GOLDSTEIN, R.; PERUT, M.",67,12,0,0,0,1,0,0,3.85
2019-20,Winter,INTL ST,106A,64200,"OLIVEIRA, G.",32,13,5,1,2,0,0,0,3.34
2019-20,Winter,INTL ST,114A,64250,"LOCKWOOD, E.",7,6,4,2,1,0,0,0,2.82
2019-20,Winter,INTL ST,117A,64270,"CHAVEZ, L.",5,4,0,1,0,0,0,0,3.27
2019-20,Winter,INTL ST,130,64300,"VALDEZ, A.; CARON, H.",28,12,0,0,0,0,0,0,3.64
2019-20,Winter,INTL ST,142D,64360,"URIU, R.; FRANCISCO, J.",38,0,1,0,0,0,0,0,3.9
2019-20,Winter,INTL ST,150,64440,"DARIAN-SMITH, E.",22,9,1,0,2,0,0,0,3.42
2019-20,Winter,INTL ST,153F,64510,"SAMEH, C.",10,1,1,0,0,0,0,0,3.8
2019-20,Winter,INTL ST,163,64660,"DARIAN-SMITH, E.",22,10,2,0,0,1,1,1,3.54
2019-20,Winter,INTL ST,165,64670,"PETROVIC, B.",4,3,4,1,1,1,0,0,2.59
2019-20,Winter,INTL ST,177I,64820,"DROVER, C.",8,5,0,0,0,1,1,0,3.59
2019-20,Winter,INTL ST,179,64850,"BACH, S.",4,9,3,4,0,0,3,0,2.53
2019-20,Winter,INTL ST,179,64855,"DUNCAN, R.",6,13,2,0,1,0,0,0,3.03
2019-20,Winter,INTL ST,179,64860,"AMIRKHIZI, M.",12,6,2,0,2,1,0,0,3.18
2019-20,Winter,INTL ST,183A,64890,"MCCARTY, P.; BURKE, S.; BRISCOE, C.",94,16,3,0,2,1,1,0,3.69
2019-20,Winter,INTL ST,183B,64895,"FINLEY, K.",12,0,0,0,0,0,0,0,3.98
2019-20,Winter,INTL ST,183CW,64900,"FINLEY, K.",4,4,1,0,1,0,1,0,2.94
2019-20,Winter,INTL ST,189,64910,"PETROVIC, B.",28,12,8,1,0,1,3,1,3.36
2019-20,Winter,INTL ST,189,64915,"ALAO, N.",10,5,3,0,0,1,0,0,3.32
2019-20,Winter,INTL ST,189,64920,"ZHANG, L.",22,2,0,0,0,0,0,0,3.88
2019-20,Winter,ITALIAN,1B,28811,"DI MAIO, F.",12,2,0,0,0,3,0,1,3.86
2019-20,Winter,ITALIAN,2B,28856,"DI MAIO, F.",3,4,0,0,0,4,0,0,3.47
2019-20,Winter,JAPANSE,1B,28901,"NAGAI, A.",6,8,5,1,0,1,0,0,2.95
2019-20,Winter,JAPANSE,1B,28902,"NAGAI, A.",5,10,3,1,0,3,2,0,3.05
2019-20,Winter,JAPANSE,1B,28903,"SITHIAMNUAI, E.",9,4,7,1,0,3,0,0,2.97
2019-20,Winter,JAPANSE,1B,28904,"SITHIAMNUAI, E.",8,9,3,0,0,4,0,0,3.27
2019-20,Winter,JAPANSE,1B,28905,"RIGGS, H.; REYNOLDS, A.",6,3,2,0,1,2,0,0,3.06
2019-20,Winter,JAPANSE,1B,28906,"REYNOLDS, A.; RIGGS, H.",6,8,4,0,0,4,0,0,3.09
2019-20,Winter,JAPANSE,2B,28920,"FLORES, R.",7,4,4,2,0,6,0,0,2.99
2019-20,Winter,JAPANSE,2B,28922,"FLORES, R.",10,4,1,0,0,7,1,0,3.54
2019-20,Winter,JAPANSE,3B,28950,"SITHIAMNUAI, E.",8,9,1,0,0,3,0,0,3.51
2019-20,Winter,JAPANSE,100A,29000,"KLEIN, S.",8,1,0,0,0,1,0,0,3.76
2019-20,Winter,KOREAN,1B,29310,"CHOE, H.",13,8,2,0,0,1,0,0,3.49
2019-20,Winter,KOREAN,1B,29312,"CHO, M.; HYUN, H.",14,4,1,0,0,3,1,0,3.68
2019-20,Winter,KOREAN,1B,29314,"LEE, Y.",15,6,2,0,0,1,0,0,3.53
2019-20,Winter,KOREAN,1B,29316,"HYUN, H.",19,0,1,0,0,3,0,1,3.83
2019-20,Winter,KOREAN,2B,29330,"CHOE, H.",6,11,2,0,0,4,0,0,3.24
2019-20,Winter,KOREAN,2B,29332,"CHOE, H.",8,5,1,0,0,2,0,0,3.44
2019-20,Winter,KOREAN,3B,29350,"HYUN, H.",12,3,0,0,0,1,0,0,3.78
2019-20,Winter,LSCI,3,65020,"CHOUDHURY, A.",120,67,17,10,4,18,2,2,3.3
2019-20,Winter,LSCI,20,65100,"CHOUDHURY, A.",22,7,4,4,3,0,0,0,2.97
2019-20,Winter,LSCI,43,65220,"MEADOWS, T.",16,3,2,1,0,2,1,0,3.51
2019-20,Winter,LSCI,68,65350,"MURPHY, K.",26,3,0,0,0,3,2,0,3.87
2019-20,Winter,LSCI,99,65375,"KROLL, J.",12,2,0,0,0,1,0,0,3.9
2019-20,Winter,LSCI,155,65470,"SCONTRAS, G.",6,7,1,0,0,1,0,0,3.42
2019-20,Winter,LSCI,175,65480,"SCHWEGLER, A.",5,5,1,0,0,0,0,0,3.47
2019-20,Winter,LSCI,195B,65810,"SCONTRAS, G.",20,0,0,0,0,0,0,0,4
2019-20,Winter,LATIN,1B,29700,"SNYDER, R.",8,4,1,0,0,1,0,0,3.52
2019-20,Winter,LIT JRN,20,29820,"PIERSON, P.",18,0,0,0,0,1,0,0,4
2019-20,Winter,LIT JRN,20,29822,"DOW, H.; SIEGEL, B.; PIERSON, P.",9,7,0,0,0,1,0,1,3.56
2019-20,Winter,LIT JRN,21,29830,"DEPAUL, A.",3,10,0,0,0,0,0,1,3.32
2019-20,Winter,LIT JRN,100,29840,"DEPAUL, A.",9,19,0,0,2,0,0,0,3.11
2019-20,Winter,LIT JRN,101A,29850,"SIEGEL, B.",29,17,0,0,0,2,0,1,3.6
2019-20,Winter,LIT JRN,101BW,29860,"HAYASAKI, E.",10,3,0,0,0,0,0,0,3.72
2019-20,Winter,LIT JRN,101BW,29864,"WILENTZ, A.",14,1,0,0,0,0,0,0,3.85
2019-20,Winter,LIT JRN,103,29880,"GOFFARD, C.",15,3,0,0,0,0,0,0,3.75
2019-20,Winter,LIT JRN,103,29885,"HAYASAKI, E.",27,5,1,0,0,0,1,0,3.72
2019-20,Winter,LIT JRN,103,29890,"CORWIN, M.",11,18,4,0,0,0,0,0,3.25
2019-20,Winter,LIT JRN,103,29895,"CORWIN, M.",12,16,3,0,0,0,0,0,3.32
2019-20,Winter,LPS,29,66000,"KADOWAKI, K.",48,10,1,0,1,5,1,0,3.71
2019-20,Winter,LPS,30,66010,"MEADOWS, T.",84,15,5,5,1,5,1,0,3.59
2019-20,Winter,LPS,40,66030,"MANCHAK, J.",47,10,0,0,2,0,0,0,3.63
2019-20,Winter,LPS,91,66040,"O'CONNOR, C.",15,3,0,0,0,2,0,0,3.82
2019-20,Winter,LPS,H91,66050,"O'CONNOR, C.",22,1,0,0,0,0,0,0,3.87
2019-20,Winter,LPS,H123,66085,"ROSS, L.",13,0,0,0,0,0,0,0,3.93
2019-20,Winter,MGMT,1,38000,"MCLAUGHLIN, G.",134,64,13,3,2,1,1,0,3.42
2019-20,Winter,MGMT,4A,38006,"COULSON, N.",70,40,13,1,3,0,0,1,3.32
2019-20,Winter,MGMT,7,38016,"POURMOHAMMADI, H.",72,22,10,3,4,0,1,1,3.37
2019-20,Winter,MGMT,30A,38026,"LIANG, C.",70,15,6,3,4,3,0,0,3.45
2019-20,Winter,MGMT,30A,38031,"CHAO, M.",90,50,17,4,17,12,5,2,3.06
2019-20,Winter,MGMT,30B,38042,"HUANG, X.",83,78,18,3,0,0,0,0,3.32
2019-20,Winter,MGMT,101,38050,"SU, X.",28,21,1,1,0,1,0,0,3.53
2019-20,Winter,MGMT,101,38052,"HE, Y.",47,22,16,2,1,1,0,1,3.27
2019-20,Winter,MGMT,102,38055,"WEATHERSPOON, S.",51,14,1,0,0,1,0,0,3.76
2019-20,Winter,MGMT,102,38056,"KIM, H.",43,20,1,0,0,2,1,0,3.62
2019-20,Winter,MGMT,105,38061,"LAU-GESK, L.",34,27,5,1,1,1,0,0,3.36
2019-20,Winter,MGMT,105,38062,"LAU-GESK, L.",35,22,4,0,1,0,0,0,3.46
2019-20,Winter,MGMT,105,38063,"LETOURNEAU, D.",253,15,1,0,0,6,0,1,3.91
2019-20,Winter,MGMT,107,38066,"MOULIK, S.",70,19,1,0,0,0,0,0,3.76
2019-20,Winter,MGMT,109,38070,"SUN, Z.",60,31,1,0,1,0,0,0,3.58
2019-20,Winter,MGMT,109,38072,"RICHEY, T.",90,98,14,0,0,7,1,0,3.38
2019-20,Winter,MGMT,110,38074,"MORRIS, W.",63,0,0,0,0,1,0,0,3.83
2019-20,Winter,MGMT,110,38075,"MORRIS, W.",65,0,0,0,0,0,0,0,3.78
2019-20,Winter,MGMT,125,38091,"SOMMER, S.",49,21,1,0,0,1,0,0,3.64
2019-20,Winter,MGMT,126,38098,"MCLAUGHLIN, G.",46,2,0,0,0,1,0,0,3.86
2019-20,Winter,MGMT,128,38101,"HERNANDEZ, W.",20,52,2,0,0,2,0,0,3.26
2019-20,Winter,MGMT,131A,38111,"ZHU, C.",46,16,3,2,2,1,0,0,3.43
2019-20,Winter,MGMT,131B,38119,"WELLMEYER, P.",40,12,4,2,0,0,0,0,3.56
2019-20,Winter,MGMT,131B,38122,"WELLMEYER, P.",44,15,6,1,1,1,0,0,3.49
2019-20,Winter,MGMT,132A,38125,"CHAO, M.",39,19,2,2,0,1,1,0,3.49
2019-20,Winter,MGMT,136,38140,"FLAIZ-WINDHAM, J.",37,25,0,0,0,7,0,0,3.58
2019-20,Winter,MGMT,141,38170,"YANG, D.",36,32,1,0,0,1,0,0,3.49
2019-20,Winter,MGMT,144,38175,"HUANG, L.",38,29,5,0,0,1,0,0,3.4
2019-20,Winter,MGMT,146A,38176,"COULSON, N.",47,11,3,0,2,2,0,0,3.57
2019-20,Winter,MGMT,153,38199,"BRADFORD, K.",58,15,3,0,0,7,0,0,3.68
2019-20,Winter,MGMT,155,38212,"LETOURNEAU, D.",59,29,0,0,0,0,0,0,3.62
2019-20,Winter,MGMT,166,38218,"LEVITT, M.",55,7,4,0,0,1,0,1,3.7
2019-20,Winter,MGMT,189,38249,"YIN, S.",30,27,1,0,0,5,0,0,3.51
2019-20,Winter,MGMT,190,38259,"NIAN, T.",80,2,0,0,0,3,0,0,3.9
2019-20,Winter,MGMT,190,38275,"ANDREWS, S.",48,10,2,0,1,1,0,0,3.54
2019-20,Winter,MGMT,190,38295,"WILK, L.",32,20,13,0,0,1,0,0,3.29
2019-20,Winter,MGMT,190,38296,"ZHENG, L.",36,2,0,0,0,1,0,0,3.83
2019-20,Winter,MGMT,190,38297,"MOULIK, S.",79,3,1,0,0,0,0,0,3.91
2019-20,Winter,MGMT,190,38314,"HERNANDEZ, W.",22,12,0,0,0,2,0,0,3.62
2019-20,Winter,MGMT,190,38315,"EPPEL, T.",34,0,0,0,0,0,0,0,4
2019-20,Winter,MGMT,190,38385,"HERNANDEZ, W.",40,11,0,1,0,0,0,0,3.63
2019-20,Winter,MGMT,190,38406,"WILK, L.",21,30,17,0,0,0,0,0,3.04
2019-20,Winter,MGMT,191W,38432,"HITE, J.",56,19,0,0,0,0,0,0,3.61
2019-20,Winter,MGMT,194,38450,"LIANG, C.",65,4,0,0,0,4,0,0,3.93
2019-20,Winter,MGMT,198B,38458,"BAUMAN, M.",0,0,0,0,0,21,0,0,0
2019-20,Winter,MGMT,199,38460,"RICHEY, T.",12,0,0,0,0,0,0,0,4
2019-20,Winter,MATH,1B,44000,"LEHMAN, R.",78,74,60,24,30,4,4,1,2.56
2019-20,Winter,MATH,2A,44197,"GAO, H.",9,16,6,15,3,0,0,1,2.09
2019-20,Winter,MATH,2A,44200,"JI, Y.",10,19,28,12,9,0,1,2,2.08
2019-20,Winter,MATH,2A,44206,"VAN VRANKEN, D.",19,51,58,24,25,0,3,1,2.09
2019-20,Winter,MATH,2A,44215,"SMITH, L.",14,23,15,8,4,0,1,1,2.52
2019-20,Winter,MATH,2A,44220,"HUBER, K.",16,21,23,12,9,0,1,1,2.29
2019-20,Winter,MATH,2A,44230,"HUBER, K.",17,21,22,15,9,0,0,1,2.23
2019-20,Winter,MATH,2A,44242,"WILKINSON, J.",15,24,13,5,5,0,0,1,2.62
2019-20,Winter,MATH,2A,44250,"ZHAO, M.",11,11,15,5,4,0,0,0,2.43
2019-20,Winter,MATH,2A,44260,"SMITH, L.",19,31,29,7,5,0,1,0,2.53
2019-20,Winter,MATH,2B,44350,"PLUTA, R.",110,60,23,12,11,0,0,1,3.15
2019-20,Winter,MATH,2B,44360,"LEHMAN, R.",46,44,39,11,11,0,0,4,2.68
2019-20,Winter,MATH,2B,44365,"VAN VRANKEN, D.",68,58,37,20,8,0,1,0,2.81
2019-20,Winter,MATH,2B,44370,"KAPLAN, N.",50,46,67,13,13,0,0,0,2.54
2019-20,Winter,MATH,2B,44380,"SETO, S.",64,37,22,4,15,0,0,2,2.89
2019-20,Winter,MATH,2B,44385,"XIN, J.",17,28,12,9,7,0,0,3,2.4
2019-20,Winter,MATH,2B,44390,"GAO, H.",24,40,7,13,2,0,0,1,2.8
2019-20,Winter,MATH,2B,44395,"HUBER, K.",18,35,31,9,6,0,1,1,2.48
2019-20,Winter,MATH,2D,44500,"YOUSSEFPOUR, H.",19,17,13,3,7,0,0,1,2.59
2019-20,Winter,MATH,2D,44510,"SORACE, R.",13,22,3,5,2,0,0,1,2.86
2019-20,Winter,MATH,2D,44515,"PORTER, M.",49,27,33,9,2,2,0,1,2.86
2019-20,Winter,MATH,2D,44520,"KARPUKHIN, M.",18,29,30,7,8,1,2,1,2.36
2019-20,Winter,MATH,2D,44524,"ZHONG, Y.",23,20,12,6,1,0,0,0,2.87
2019-20,Winter,MATH,2D,44528,"KRONEWETTER, J.",20,23,22,15,10,0,0,1,2.29
2019-20,Winter,MATH,2D,44531,"YOUSSEFPOUR, H.",40,37,22,10,10,1,2,0,2.7
2019-20,Winter,MATH,2E,44550,"TABRIZIAN, P.",28,28,23,15,9,0,0,1,2.54
2019-20,Winter,MATH,2E,44560,"KRONEWETTER, J.",22,23,15,10,6,0,0,0,2.54
2019-20,Winter,MATH,2E,44565,"WANG, D.",38,25,15,2,5,0,0,0,3
2019-20,Winter,MATH,2E,44569,"KRONEWETTER, J.",37,31,20,9,2,0,0,1,2.88
2019-20,Winter,MATH,2E,44573,"TABRIZIAN, P.",28,27,33,14,8,0,0,1,2.54
2019-20,Winter,MATH,3A,44580,"GE, L.",12,12,0,0,0,0,0,0,3.49
2019-20,Winter,MATH,3A,44582,"YOUSSEFPOUR, H.",16,20,8,3,0,0,0,0,2.95
2019-20,Winter,MATH,3A,44585,"NORTHRUP, S.",15,12,14,11,2,0,0,0,2.51
2019-20,Winter,MATH,3A,44590,"CHEN, T.",24,24,9,0,1,1,0,0,3.24
2019-20,Winter,MATH,3A,44595,"WALSBERG, E.",37,12,3,0,0,0,0,1,3.62
2019-20,Winter,MATH,3A,44600,"GAO, H.",31,10,2,3,0,0,0,0,3.52
2019-20,Winter,MATH,3A,44602,"GOREN, V.",8,9,5,0,0,0,0,0,3.19
2019-20,Winter,MATH,3A,44605,"DONG, X.",15,18,15,3,5,1,1,0,2.56
2019-20,Winter,MATH,3A,44607,"WANG, D.",14,19,8,4,0,0,0,0,2.96
2019-20,Winter,MATH,3A,44610,"WALSBERG, E.",17,8,4,1,2,0,0,1,3.13
2019-20,Winter,MATH,3A,44612,"DELLACA, R.",24,21,6,3,1,0,1,0,3.14
2019-20,Winter,MATH,3A,44615,"NORTHRUP, S.",5,5,6,1,1,0,0,0,2.67
2019-20,Winter,MATH,3A,44617,"WILKINSON, J.",11,13,16,3,2,0,0,0,2.62
2019-20,Winter,MATH,3D,44620,"DONALDSON, N.",23,28,23,4,0,0,0,0,2.9
2019-20,Winter,MATH,3D,44625,"SORACE, R.",20,26,20,13,4,0,0,0,2.51
2019-20,Winter,MATH,3D,44630,"DOS SANTOS VIA, C.",13,18,18,4,9,1,0,0,2.31
2019-20,Winter,MATH,3D,44635,"LU, Z.",15,23,13,1,2,0,0,0,2.87
2019-20,Winter,MATH,3D,44638,"LI, X.",23,34,18,0,1,0,0,1,3
2019-20,Winter,MATH,3D,44645,"KOMZSIK, L.",24,27,29,14,11,0,1,2,2.33
2019-20,Winter,MATH,5A,44795,"CHEN, T.",34,23,7,2,1,0,0,0,3.26
2019-20,Winter,MATH,5A,44800,"DONG, X.",9,27,19,3,2,0,0,1,2.59
2019-20,Winter,MATH,5B,44815,"NIE, Q.",24,18,10,5,3,0,0,0,2.89
2019-20,Winter,MATH,5B,44830,"SETO, S.",48,5,3,0,1,0,0,0,3.72
